SE-00000290,PR-00000494,Curry Kids Early Learning Centre,Cloncurry Shire Council,80 Steele St  ,CLONCURRY,QLD,4824,07 4742 1728,07 4742 0943,currykids@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,58,23/09/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002423,PR-00001275,Alpurrurulam Preschool,Northern Territory Government Department of Education,Alpurrurulam  ,ALPURRURULAM,NT,4825,(07) 4748 4887,(07) 4748 3078,ross.forbes@ntschools.net,,30,2/01/16,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002368,PR-00008029,C&K Sunset Community Kindergarten,The Creche and Kindergarten Association Limited,34 Hercules Road  ,MOUNT ISA,QLD,4825,07 4743 0357,07 4743 0107,sunset@candk.asn.au,,24,25/01/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000675,PR-00000660,Captain Kid Child Care Centre,Eumalga Pty Ltd,60-64 West Street  ,MOUNT ISA,QLD,4825,07 4743 6311,07 4749 0504,captainkid@live.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,74,4/07/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001343,PR-00000630,Eileen Fisher Memorial Kindergarten,Eileen Fisher Memorial Community Kindergarten Assoc Inc,25 Clarke St  ,MOUNT ISA,QLD,4825,07 4743 3735,,eileenfisher@bigpond.com.au,,24,29/04/14,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001349,PR-00000373,Estelle Cardiff Community Kindergarten,Estelle Cardiff Community Kindergarten Association Inc,100 West Street  ,MOUNT ISA,QLD,4825,07 4743 4718,07 4743 4718,estellecardiff@bigpond.com,,24,27/07/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002120,PR-00001129,Goodstart Early Learning Mount Isa,Goodstart Early Learning Ltd,7 - 9 Pamela Street  ,MOUNT ISA,QLD,4825,07-4743-2400,,moi@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,30/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001368,PR-00000486,Happy Valley Community Kindergarten,Happy Valley Community Kindergarten Association Inc,Cnr 23rd Ave & Brilliant St  ,MOUNT ISA,QLD,4825,07 4743 2670,07 4743 2674,hvkindy@bigpond.net.au,,24,29/04/14,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001964,PR-00000892,Happy Valley School Age Care,Happy Valley State School P&C Association,25-31 Brilliant Street  ,MOUNT ISA,QLD,4825,07 4743 6211,07 4743 8685,jcape20@eq.edu.au, This service is approved to provide education and care to children after school and during school holidays.,40,17/11/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001381,PR-00000415,Injilinji Community Kindergarten,Injilinji Community Pre School & Kindergarten Assoc Inc,10 Thompson Road  Healy,MOUNT ISA,QLD,4825,07 4743 5359,07 4743 1555,injilinjipreschool@bigpond.com,,25,20/11/14,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00000204,PR-00000278,Mount Isa Day Nursery and Kindergarten,Mount Isa Day Nursery and Kindergarten Inc,Cnr Alma & Miles Sts  ,MOUNT ISA,QLD,4825,07 4743 2554,07 4743 3146,midnk01@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,58,25/06/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000825,PR-00000433,Mount Isa Family Day Care Scheme,Mt Isa Family Day Care Association Inc,Fourth Avenue  ,MOUNT ISA,QLD,4825,07 4743 3009,07 4743 6425,isafdcadmin@bigpond.com,,0,2/04/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000333,PR-00000659,PCYC Mt Isa - Barkly Highway School Age Care,Queensland Police-Citizens Youth Welfare Association ,Barkly Hway State Sch & Presch  3-17 Bougainville Street,SOLDIERS HILL,QLD,4825,47430400,,gina.scott@pcyc.org.au,,60,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000994,PR-00000659,PCYC Mt Isa School Age Care,Queensland Police-Citizens Youth Welfare Association ,Foots Recreation Centre  67 Isa Street,MOUNT ISA,QLD,4825,07 4743 0400,07 4743 7709,ross.wendy@pcyc.org.au, An approved alternative solution relating to Performance Criteria P16 Electrical Safety Precautions within SP5.4 – Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service. ,90,12/04/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000172,PR-00000881,St Joseph's Kindergarten Mount Isa,The Roman Catholic Trust Corporation for the Diocese of Townsville,50-64 Twenty-Third Ave  ,MOUNT ISA,QLD,4825,07 4749 3842,07 4743 8183,kindergarten@tsv.catholic.edu.au,,29,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000885,PR-00000881,St Joseph's Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Townsville,50-64 Twenty-Third Ave  ,MOUNT ISA,QLD,4825,747730900,747436584,lbarton@tsv.catholic.edu.au,,30,25/01/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001178,PR-00000881,St Mary Mackillop Early Learning Centre Mt Isa,The Roman Catholic Trust Corporation for the Diocese of Townsville,70 Short Street  ,MT ISA,QLD,4825,429492915,,mtisa@earlylearning.tsv.catholic.edu.au,,86,29/08/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000203,PR-00000697,St Pauls Lutheran Church Child Care Centre,Lutheran Church of Australia Queensland District,109 Marian Street  ,MOUNT ISA,QLD,4825,07 4743 2859,07 4743 4745,Stpauls_MtIsa@bigpond.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,7/05/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001295,PR-00000514,Burketown Kindergarten,Burketown Kindergarten Inc,Beames St  ,BURKETOWN,QLD,4830,07 4745 5125,,burke.kindy@bigpond.com,,24,6/10/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001634,PR-00000756,Cardwell Early Learning ,Malaba Childcare P/L ATF Malaba Childcare Discretionary Trust,1 Clitheroe Street  ,CARDWELL,QLD,4849,07 4066 2411,07 4066 2411,cardwell@malabachildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,45,2/06/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00000842,PR-00000526,Hinchinbrook Family Day Care Scheme,Family Day Care Association Queensland Inc,Office 1 2 Ann Street  ,Ingham,QLD,4850,07 4776 5235,4776 5115,hinchinbrook@fdcqld.org,,0,7/09/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001380,PR-00000625,Ingham Community Kindergarten & Pre School,Ingham Community Kindergarten & Preschool Association Inc,19-25 Fanning Street  ,INGHAM,QLD,4850,07 4776 1375,4776 1375,inghamkindy@bigpond.com.au,,49,26/06/14,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00000161,PR-00000416,Ingham Early Learning Centre,Ingham Family Centre Inc,54 Cartwright Street  ,INGHAM,QLD,4850,07 4776 1933,4776 5125,ielc@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,20/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002043,PR-00000416,Ingham School Age Care,Ingham Family Centre Inc,56 Cartwright Street  ,INGHAM,QLD,4850,07 4776 1933,4776 5125,ielc@bigpond.com,,30,5/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001406,PR-00000635,Lower Herbert Community Kindergarten,Lower Herbert Community Kindergarten Association Inc,15 Argaet Street  ,HALIFAX,QLD,4850,07 4777 7320,4777 7099,lowerherbertkindy@hotmail.com,,16,26/06/14,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00002211,PR-00000881,St. Mary MacKillop Early Learning Centre - Ingham,The Roman Catholic Trust Corporation for the Diocese of Townsville,3 Hopkins Streets   ,INGHAM,QLD,4850,07 4776 6161,07 4776 6163,ingham@earlylearning.tsv.catholic.edu.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including over preschool age not including school children,39,2/08/15,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00002166,PR-00001026,Vic Kids Outside School Hours Care,Victoria Plantation State School Parents & Citizens Association,244 Forrest Beach Road  ,INGHAM,QLD,4850,0457 365405,07 4776 9800,vic.kids@bigpond.com,,50,14/07/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001693,PR-00000973,Bright Horizons Australia Childcare Wongaling,Bright Horizons Australia Childcare Pty Ltd,Lot 65 Webb Road  ,WONGALING BEACH,QLD,4852,07 4068 8122,07 4066 2175,wongaling@bhchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,45,28/05/15,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
