#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"198013576","0023","Licensed","VOLUNTEERS OF AMERICA, COMMERCE HEAD START","5102 KINSIE STREET","LOS ANGELES","CA","90040","(323) 264-2213","REGINA RUIZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013585","0030","Licensed","VOLUNTEERS OF AMERICA, EASTMONT HEAD START","711 S. HOEFNER AVENUE","LOS ANGELES","CA","90022","(323) 722-1126","REGINA RUIZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017199","0045","Licensed","VOLUNTEERS OF AMERICA, GREATER EMMANUEL HEAD START","3740 IMPERIAL HWY","LYNWOOD","CA","90262","(818) 980-2287","MARIA DOMINGUEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017203","0068","Licensed","VOLUNTEERS OF AMERICA, HAPPY DAYS HEAD START","4207 CARLIN AVENUE","LYNWOOD","CA","90262","(310) 933-0717","DEVORA NOBOA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013572","0015","Licensed","VOLUNTEERS OF AMERICA, HUMPHREYS HEAD START","211 N. HUMPHREYS AVENUE","LOS ANGELES","CA","90022","(323) 264-2213","ROKEYA RAHMAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197418559","0056","Licensed","VOLUNTEERS OF AMERICA, MONA HOUSE HEAD START","13124 MONA BOULEVARD","COMPTON","CA","90222","(310) 933-0728","MARTHA LOPEZ","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197417911","0034","Licensed","VOLUNTEERS OF AMERICA, OVERLAND HEAD START","3615 OVERLAND AVE.","CULVER CITY","CA","90234","(323) 981-7019","VALERIE IBARRA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198017204","0083","Licensed","VOLUNTEERS OF AMERICA, PARAMOUNT HEAD START","6719 SOMERSET BOULEVARD","PARAMOUNT","CA","90723","(818) 980-2287","ANA MORAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013574","0028","Licensed","VOLUNTEERS OF AMERICA, SALAZAR PARK HEAD START","3864 WHITTIER BOULEVARD","LOS ANGELES","CA","90023","(323) 780-7185","CLAUDIA CORTEZ-GUERRERO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197417867","0034","Licensed","VOLUNTEERS OF AMERICA, SANTA CLARITA HEAD START","21545 CENTRE POINT PARKWAY","SANTA CLARITA","CA","91350","(818) 980-2287","RACHEL CHAMBERS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198016584","0034","Licensed","VOLUNTEERS OF AMERICA, SILVA HEAD START","153 E. MARTIN LUTHER KING JR.","LOS ANGELES","CA","90011","(818) 980-2287","DIEGO MONTES DE OCA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197418558","0030","Licensed","VOLUNTEERS OF AMERICA, SMALL WORLD HEAD START","502 N. BOWEN AVENUE","COMPTON","CA","90221","(562) 616-7219","AVA ROBERTSON","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198013575","0030","Licensed","VOLUNTEERS OF AMERICA, SO. DOWNEY ROAD HEAD START","475 SOUTH DOWNEY ROAD","LOS ANGELES","CA","90063","(626) 573-7890","REGINA RUIZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013571","0058","Licensed","VOLUNTEERS OF AMERICA, SUNOL HEAD START","133 N. SUNOL AVENUE","LOS ANGELES","CA","90063","(323) 980-8570","ROKEYA RAHMAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017170","0021","Licensed","VOLUNTEERS OF AMERICA, SUNSHINE HEAD START","346 E. 36TH STREET","LOS ANGELES","CA","90011","(323) 722-1126","LOPEZ, BRENDA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"153801050","0020","Licensed","VOORHIES CHILD DEVELOPMENT CENTER","6001 PIONEER DR.","BAKERSFIELD","CA","93306","(661) 324-4186","JAUREGUI, HILDA","FRESNO-CC (04)","(559) 243-4588"
"480105681","0050","Licensed","VUSD - BEVERLY HILLS CHILD DEV. CENTER","1450 CORONEL AVENUE","VALLEJO","CA","94590","(707) 556-8755","ELLA SMITH","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"483007755","0030","Licensed","VUSD - COOPER CHILD DEVELOPMENT CENTER - P/S","612 DEL MAR AVENUE","VALLEJO","CA","94589","(707) 556-8374","CARTER, GERALDINE","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"483007620","0030","Licensed","VUSD - DAN MINI STATE PRESCHOOL","1530 LORENZO DRIVE","VALLEJO","CA","94589","(707) 556-8570","RUND, JENNIFER","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"566207695","0022","Licensed","VUSD - E.P. FOSTER JUMPSTART STATE PRE-SCH PROGRAM","20 PLEASANT PL.","VENTURA","CA","93001","(805) 641-5420","PAM SCHEIER","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"483006218","0028","Licensed","VUSD - FEDERAL TERRACE CHILD DEV.CENTER - P/S","415 DANIELS AVENUE","VALLEJO","CA","94590","(707) 556-8921","TRUJILLO, MARISA","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"480105537","0064","Licensed","VUSD - HIGHLAND CDC PRESCHOOL","1309 ENSIGN","VALLEJO","CA","94590","(707) 556-8505","WATTLES, ELIZABETH","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"561711931","0024","Licensed","VUSD - JUMPSTART (MONTALVO)","2050 GRAND AVENUE","VENTURA","CA","93003","(805) 289-1872","LORETTA GALAVIZ","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"483005486","0030","Licensed","VUSD - LOMA VISTA PRESCHOOL","146 RAINIER STREET","VALLEJO","CA","94589","(707) 556-8755","KELLY, CLAUDETTE","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"566208287","0024","Licensed","VUSD - PORTOLA JUMPSTART STATE PRESCHOOL PROGRAM","6700 EAGLE ST.","VENTURA","CA","93003","(805) 289-1734","KATE HENGGELER","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"566203310","0048","Licensed","VUSD - SATICOY JUMPSTART PRESCHOOL","760 JAZMIN AVE.","VENTURA","CA","93004","(805) 672-2701","EUNICE RICHEY","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"561711895","0048","Licensed","VUSD - SHERIDAN WAY JUMPSTART","573 SHERIDAN WAY","VENTURA","CA","93001","(805) 641-5491","HENNGGELER, K.","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"483007618","0060","Licensed","VUSD - STEFFAN MANOR CHILD DEVELOPMENT CENTER","815 CEDAR STREET","VALLEJO","CA","94590","(707) 556-8640","DONAHUE, MELODI","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"483006195","0044","Licensed","VUSD - WIDENMANN CHILD DEVELOPMENT CENTER - P/S","100 WHITNEY","VALLEJO","CA","94589","(707) 556-8740","KELLY, CLAUDETTE","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"566207810","0022","Licensed","VUSD - WILL ROGERS JUMPSTART","316 HOWARD ST.","VENTURA","CA","93003","(805) 641-5496","LORETTA GALAVIZ","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"480105679","0030","Licensed","VUSD-CDC-FEDERAL TERRACE P/S","415 DANIEL AVENUE","VALLEJO","CA","94590","(707) 556-8755","TRUJILLO,MARISA","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"334840454","0390","Licensed","VVUSD EL POTRERO PRESCHOOL","16820 VIA PAMPLONA DRIVE","MORENO VALLEY","CA","92551","(951) 940-8530","SINGLETARY, JULIE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"334842375","0096","Licensed","VVUSD MEAD VALLEY ELEMENTARY","21100 OLEANDER AVENUE","PERRIS","CA","92570","(951) 940-8530","SINGLETARY, JULIE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"334830679","0096","Licensed","VVUSD TRIPLE CROWN ELEMENTARY","530 ORANGE AVENUE","PERRIS","CA","92571","(951) 940-8530","SINGLETARY, JULIE","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"334815617","0072","Licensed","VVUSD-COLUMBIA ELEMENTARY SCHOOL","21350 RIDER STREET","PERRIS","CA","92570","(951) 940-8530","JULIE SINGLETARY","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"334815618","0024","Licensed","VVUSD-MANUEL L. REAL ELEMENTARY SCHOOL","19150 CLARK STREET","PERRIS","CA","92570","(951) 940-6190","EMERSON JEFFERSON","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"430703760","0022","Licensed","W. C. OVERFELT CHILDREN'S CENTER","1835 CUNNINGHAM AVENUE","SAN JOSE","CA","95122","(408) 258-3654","PATRICE KELLEY","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"493004901","0025","Licensed","W. H. PEPPER PRESCHOOL INC.","627 F STREET","PETALUMA","CA","94952","(707) 762-8151","WASIELEWSKI, CAROLYN","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"073402749","0024","Licensed","W.C.C.U.S.D. - CHAVEZ SCHOOL","960 - 17TH STREET","RICHMOND","CA","94801","(510) 412-5081","LLANES, EMILIA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073402748","0024","Licensed","W.C.C.U.S.D. - GRANT SCHOOL","2400 DOWNER AVENUE","RICHMOND","CA","94804","(510) 232-4736","BERRINGTON, SUSAN","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073402755","0024","Licensed","W.C.C.U.S.D. - RIVERSIDE SCHOOL","1300 AMADOR ST., ROOM 6","SAN PABLO","CA","94806","(510) 231-1570","SARA FRIES","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073402752","0024","Licensed","W.C.C.U.S.D. - WASHINGTON SCHOOL","565 WINE STREET","RICHMOND","CA","94801","(510) 231-1580","PLISHNER, ROSALIND","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"073402753","0024","Probationary","W.C.C.U.S.D. - WILSON SCHOOL","629 - 42ND ST, RM #25","RICHMOND","CA","94805","(510) 232-8320","ORLANDO, EMILY","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"304270738","0022","Licensed","W.R. NELSON STATE PRESCHOOL","14392 BROWNING AVE","TUSTIN","CA","92780","(714) 731-0111","RAMACCIOTTE, RAQUEL","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304270014","0048","Licensed","W.S.D./ANDERSON SCHOOL","8902 HEWITT PLACE, RM A4","GARDEN GROVE","CA","92644","(714) 894-7201","PAUL, TINA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191870904","0111","Licensed","WADSWORTH AVENUE EARLY EDUCATION CENTER","1047 EAST 41ST STREET","LOS ANGELES","CA","90011","(323) 232-0581","L.STANFORD/J.YOUNG/F.SIMPS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"390314854","0020","Licensed","WAGNER HOLT SCHOOL HEAD START","8778 BRATTLE PLACE","STOCKTON","CA","95209","(209) 953-8375","MEXICANO, CATHERINE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"300607185","0071","Probationary","WAGNER PRESCHOOL","717 E YORBA LINDA BLVD","PLACENTIA","CA","92870","(714) 996-0563","KOPCHYSKI, ROBIN","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"393611762","0024","Licensed","WAGNER-HOLT STATE PRESCHOOL","8778 BRATTLE PLACE","STOCKTON","CA","95209","(209) 953-8252","COSTAMAGNA, FLORENCE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198004101","0110","Licensed","WAGON WHEEL SCHOOL, INC.","647& 653 N. CAHUENGA BOULEVARD","LOS ANGELES","CA","90004","(323) 469-8994","SEGAL, RUTH","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"380504314","0065","Licensed","WAH MEI SCHOOL","1400 JUDAH STREET","SAN FRANCISCO","CA","94122","(415) 665-4212","MARIANNE LAM","PENINSULA CHILD CARE (05)","(650) 266-8843"
"434413313","0047","Licensed","WAHA MONTESSORI","1101 STRAYER DRIVE","SAN JOSE","CA","95129","(408) 342-3255","WAHA MONTESSORI","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434406694","0176","Licensed","WAHA MONTESSORI","220 BLAKE AVENUE #A","SANTA CLARA","CA","95050","(408) 247-0286","LI, LILI","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"434410626","0051","Licensed","WAHA MONTESSORI","5050 MOORPARK AVENUE","SAN JOSE","CA","95129","(408) 247-0286","LILI LI","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"503600760","0035","Licensed","WAKEFIELD HEAD START","400 SOUTH AVENUE","TURLOCK","CA","95380","(209) 667-0895","HOLMES, MARK","FRESNO-CC (04)","(559) 243-4588"
"503605971","0030","Licensed/Pending Increase","WAKEFIELD STATE PRESCHOOL","400 SOUTH AVENUE","TURLOCK","CA","95380","(209) 667-0895","JASEK, NOREEN","FRESNO-CC (04)","(559) 243-4588"
"191227138","0036","Licensed","WALDEN SCHOOL OF CALIFORNIA, THE","74 SOUTH SAN GABRIEL BOULEVARD","PASADENA","CA","91107","(626) 792-6166","CHRISTINA RIDDLE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197412016","0068","Licensed","WALDORF EARLY CHILDHOOD CENTER","1439-1441 15TH STREET","SANTA MONICA","CA","90404","(310) 260-2708","GERGANA MINKOVA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"230102674","0077","Licensed","WALDORF SCHOOL OF MENDOCINO COUNTY, THE","6280 THIRD STREET","CALPELLA","CA","95418","(707) 485-8719","DEBRA MCCARTHY","REDWOOD EMPIRE CC (01)","(707) 588-5026"
"304370298","0075","Licensed","WALDORF SCHOOL OF ORANGE","2350 CANYON DRIVE","COSTA MESA","CA","92627","(949) 574-7775","RICHARDS, HOLLY","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"376600461","0072","Licensed","WALDORF SCHOOL OF SAN DIEGO","3547 ALTADENA AVENUE","SAN DIEGO","CA","92105","(619) 280-8016","GIGLIO, KATHERINE","MISSION VALLEY (20)","(619) 767-2200"
"372005194","0101","Licensed","WALKER'S CHILDREN'S CENTER","9245 HILLERY DRIVE","SAN DIEGO","CA","92126","(858) 566-7370","TAYLOR, KENNETH","MISSION VALLEY (20)","(619) 767-2200"
"198006399","0020","Licensed","WALNUT","4701 N. WALNUT STREET","BALDWIN PARK","CA","91706","(626) 337-2711","CASTANEDA, LAURA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"503601977","0022","Licensed","WALNUT ACRES PRESCHOOL","456 EUREKA ST.","PATTERSON","CA","95363","(209) 892-3700","ANGIE NOOE","FRESNO-CC (04)","(559) 243-4588"
"070209399","0045","Licensed","WALNUT AVENUE CHURCH COMMUNITY PRESCHOOL","260 WALNUT AVENUE","WALNUT CREEK","CA","94598","(925) 937-7063","STREETA FARRELL","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"243801874","0096","Licensed","WALNUT CHILD DEVELOPMENT CENTER","2600 WALNUT AVENUE","LIVINGSTON","CA","95334","(209) 394-5433","HOPPER, ROBIN","FRESNO-CC (04)","(559) 243-4588"
"073404935","0030","Licensed","WALNUT COUNTRY PRESCHOOL","4465 SO. LARWIN AVE.","CONCORD","CA","94521","(925) 798-9686","CARYN BORBA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"070207929","0075","Licensed","WALNUT CREEK CHRISTIAN ACADEMY","2336 BUENA VISTA AVE","WALNUT CREEK","CA","94597","(925) 935-1587","CASSANDRA LEISER","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"070200846","0094","Licensed","WALNUT CREEK PRESBYTERIAN CHURCH PRESCHOOL","1801 LACASSIE AVENUE","WALNUT CREEK","CA","94596","(925) 935-1669","BROWN TERRY","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"198017095","0117","Licensed","WALNUT MONTESSORI-PRESCHOOL ACADEMY","3457 S. NOGALES STREET","WEST COVINA","CA","91792","(626) 965-9060","HARVINDERPAL VAGHELA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197416599","0042","Licensed","WALNUT PARK ELEMENTARY SCHOOL CSPP","2642 OLIVE STREET RM.B1 & B2","HUNTINGTON PARK","CA","90255","(323) 588-3145","DOVER, LEWIN R.","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191500330","0045","Licensed","WALNUT SCHOOL HEAD START/STATE PRESCHOOL","4701 WALNUT ST.","BALDWIN PARK","CA","91706","(818) 962-3311","ELLIS, JERRI & MCDONOUGH","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198006178","0085","Licensed","WALNUT UNITED METHODIST PRESCHOOL","20601 LA PUENTE ROAD","WALNUT","CA","91789","(909) 444-9340","TORREYSON, CHRISTINE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191504932","0055","Licensed","WALNUT VALLEY MONTESSORI SCHOOL","650 CAMINO DE TEODORO","WALNUT","CA","91789","(909) 598-5936","PAMELA K. KOBY","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198005675","0124","Licensed/Pending Increase","WALNUT VALLEY PRESCHOOL AND EARLY LEARNING CENTER","841 S. GLENWICK AVE.","WALNUT","CA","91789","(909) 595-3107","PETER, SUSAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370369","0040","Licensed","WALT DISNEY SCHOOL READINESS ROOM","2323 W. ORANGE AVENUE, ROOM 33","ANAHEIM","CA","92804","(714) 535-1183","GARCIA, SANDRA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"300614170","0052","Licensed","WALTER HEAD START","9200 PACIFIC PLACE","ANAHEIM","CA","92804","(714) 761-4967","CYNTHIA SUN","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"304370366","0020","Licensed","WALTER SCHOOL READINESS","10802 RUSTIC LANE","ANAHEIM","CA","92804","(714) 761-5997","OVERBY, APRIL","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"503808333","0048","Licensed","WALTER WHITE STATE PRESCHOOL","2909 6TH STREET","CERES","CA","95307","(209) 537-4505","FISK,JILL","FRESNO-CC (04)","(559) 243-4588"
"197417568","0050","Licensed","WALTERIA UNITED METHODIST CHURCH & CHILDREN CTR.","3646 NEWTON STREET","TORRANCE","CA","90505","(424) 247-7377","NICOLE CASTILLO","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197402587","0025","Licensed","WALTHER SCHOOL, THE","1246 N. GARDNER","WEST HOLLYWOOD","CA","90046","(323) 876-4727","DR. GLORIA J. WALTHER","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191870902","0081","Licensed","WANDA A. MIKES EARLY EDUCATION CENTER","7720 SOUTH VERMONT AVENUE","LOS ANGELES","CA","90044","(323) 758-1136","REED, ALICE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"393605863","0022","Licensed","WANDA HIRSCH STATE PRESCHOOL","1280 DOVE STREET","TRACY","CA","95376","(209) 836-0977","VALDERAZ, FELICIA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"364803262","0038","Licensed","WANDA'S PRESCHOOL","15637 TUSCOLA ROAD","APPLE VALLEY","CA","92307","(760) 242-1266","MELISSA FISHER SLONCIKS","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"372006442","0024","Licensed","WARNER UNION SCHOOL DISTRICT PRE-SCHOOL","30951 HIGHWAY 79","WARNER SPRINGS","CA","92086","(760) 782-3517","MELISSA BROWN","MISSION VALLEY (20)","(619) 767-2200"
"313616316","0060","Licensed","WARNER'S GRANITE BAY COUNTRY DAY SCHOOL","6015 SEVEN CEDARS PLACE","GRANITE BAY","CA","95746","(916) 797-0222","WARNER, BARBARA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"376700204","0055","Licensed","WARREN-WALKER SCHOOL","5150 WILSON STREET","LA MESA","CA","91941","(619) 697-8308","BAKER, SHELLY","MISSION VALLEY (20)","(619) 767-2200"
"376600446","0058","Licensed","WARREN-WALKER SCHOOL-OCEAN BEACH","4605 POINT LOMA AVENUE","SAN DIEGO","CA","92107","(619) 223-3663","VOLKER, PAMELA","MISSION VALLEY (20)","(619) 767-2200"
"153801055","0020","Licensed","WASCO CHILD DEVELOPMENT CENTER","523 BROADWAY","WASCO","CA","93280","(661) 758-0831","VILLEGAS, JOSIE","FRESNO-CC (04)","(559) 243-4588"
"150404125","0069","Licensed","WASCO CHILD DEVELOPMENT CENTER","617 6TH STREET","WASCO","CA","93280","(661) 758-5611","DELIRA, PRISCILLA","FRESNO-CC (04)","(559) 243-4588"
"150404252","0065","Licensed","WASCO CHILD DEVELOPMENT CENTER-H STREET CENTER","764 H STREET","WASCO","CA","93280","(661) 758-5611","RAMIREZ, PATRICIA","FRESNO-CC (04)","(559) 243-4588"
"198004054","0048","Licensed","WASHINGTON ACCELERATED SCHOOL ECP","1520 N. RAYMOND AVE.","PASADENA","CA","91103","(626) 791-4573","DEBRA STAVELEY","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198011086","0080","Licensed","WASHINGTON CENTER","7804 S. THORNLAKE AVENUE","WHITTIER","CA","90606","(562) 699-1301","PERALTA, B. & ORTIZ, A","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191601546","0072","Licensed","WASHINGTON CHILD DEVELOPMENT CENTER","2600 RIPLEY AVENUE","REDONDO BEACH","CA","90278","(310) 379-9511","KATHY MARTENS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191290458","0064","Licensed","WASHINGTON CHILDREN'S CENTER","130 PENN STREET","PASADENA","CA","91103","(626) 797-8220","LORNA D. WASHINGTON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"340306403","0068","Licensed","WASHINGTON CHILDREN'S CENTER","530 18TH STREET","SACRAMENTO","CA","95814","(916) 264-4365","RIVERA/JARDINE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191290477","0024","Licensed","WASHINGTON CHILDRENS CENTER","2207 WEST WINONA","BURBANK","CA","91504","(818) 558-5545","PAULA LAMAR","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"103801937","0025","Licensed","WASHINGTON COLONY PRESCHOOL","130 E. LINCOLN","FRESNO","CA","93706","(559) 233-0706","DREW,DALE H","FRESNO-CC (04)","(559) 243-4588"
"198003333","0042","Licensed","WASHINGTON ELEM. HEAD START-MADISON AVE.","1400 W. MADISON AVE.","MONTEBELLO","CA","90640","(323) 887-2177","GOGUE, ANTONIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"103808134","0060","Licensed","WASHINGTON ELEMENTARY","1250 K STREET","REEDLEY","CA","93654","(559) 637-1260","STANELY,MARY","FRESNO-CC (04)","(559) 243-4588"
"393612153","0024","Licensed","WASHINGTON ELEMENTARY","1735 WEST SONORA","STOCKTON","CA","95203","(209) 933-7320","LEFFLER, LAURIE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"543808325","0024","Licensed","WASHINGTON ELEMENTARY SCHOOL PRESCHOOL","500 S. GARDEN","VISALIA","CA","93277","(559) 730-7795","KALASHIAN, MARI","FRESNO-CC (04)","(559) 243-4588"
"198012847","0024","Licensed","WASHINGTON PRESCHOOL","4225 SANBORN AVENUE","LYNWOOD","CA","90262","(310) 604-3063","MARIA LEDEZMA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"540406489","0078","Licensed","WASHINGTON PRESCHOOL","211 LEARNING LANE","LINDSAY","CA","93247","(559) 562-8523","DORIA, CHERI","FRESNO-CC (04)","(559) 243-4588"
"203801381","0056","Licensed","WASHINGTON PRESCHOOL","509 E. SOUTH STREET","MADERA","CA","93638","(559) 675-4003","HOLDEN, BILL","FRESNO-CC (04)","(559) 243-4588"
"103801658","0027","Licensed","WASHINGTON PRESCHOOL","1501 ELLIS STREET","KINGSBURG","CA","93631","(559) 897-6989","CARLTON, KATJA","FRESNO-CC (04)","(559) 243-4588"
"434404309","0046","Licensed","WASHINGTON PRESCHOOL","100 OAK STREET","SAN JOSE","CA","95110","(408) 535-6261","MORENO, AL","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"103808721","0021","Licensed","WASHINGTON PRESCHOOL-VDA","1501 ELLIS","KINGSBURG","CA","93631","(559) 897-6989","MANUSZAK, ROBIN","FRESNO-CC (04)","(559) 243-4588"
"197416694","0048","Licensed","WASHINGTON PRIMARY CENTER","860 W. 112TH STREET RM K1 & K2","LOS ANGELES","CA","90044","(323) 779-7550","ALLISON SPEIGHT","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"540407111","0041","Licensed","WASHINGTON SCHOOL CHILD DEVELOPMENT CENTER","451 E. SAMOA","LINDSAY","CA","93247","(559) 562-1199","NAVARRO, MARIA","FRESNO-CC (04)","(559) 243-4588"
"191597514","0060","Licensed","WASHINGTON SCHOOL-BELLFLOWER USD","9725 E. JEFFERSON ST.","BELLFLOWER","CA","90706","(562) 804-6414","ISEL TAYLOR","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"390320966","0024","Licensed","WASHINGTON STATE PRESCHOOL","831 W. LOCKFORD STREET","LODI","CA","95240","(209) 331-7292","STACY SUEKUT","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"197416086","0024","Licensed","WASHINGTON STATE PRESCHOOL","1421 N. WILMINGTON AVENUE","COMPTON","CA","90220","(310) 898-6008","LEE, OMAIRA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"364818207","0024","Licensed","WASHINGTON STATE PRESCHOOL","900 EAST C STREET","COLTON","CA","92324","(909) 876-4240","BEAL, TODD","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"343604126","0024","Licensed","WASHINGTON, PRESCHOOL","520 18TH STREET","SACRAMENTO","CA","95814","(916) 264-4186","REYES, MARIA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"191597492","0078","Licensed","WASHINGTON/CHILD DEVELOPMENT CENTER","975 E. NINTH AVE","POMONA","CA","91766","(909) 397-4688","REBECCA HEDRICK","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"543808168","0060","Licensed","WATCH ME GROW PRESCHOOL","2720 S. ASPEN","VISALIA","CA","93277","(559) 733-5320","HUITT ROSANNA","FRESNO-CC (04)","(559) 243-4588"
